Appointment_ID,Appointment_Date,Department,Provider,Appointment_Type,Scheduled_Hour,Slot_Duration_Mins,Wait_Time_Mins,Status,Billing_Amount,Claim_Status,Claim_Turnaround_Days
APT0253,2024-06-06,Pediatrics,Dr. Chen,New Patient,15,45,30,Completed,761.66,Paid,8.0
APT0254,2024-04-20,Pediatrics,Dr. Wilson,New Patient,17,45,15,Cancelled,0.0,N/A,
APT0255,2024-05-26,Pediatrics,Dr. Chen,New Patient,16,45,20,Completed,401.65,Denied,18.0
APT0256,2024-07-06,General Practice,Dr. Garcia,New Patient,8,45,16,Completed,499.2,Pending,22.0
APT0257,2024-05-27,General Practice,Dr. Kim,Urgent Care,9,45,11,Completed,635.08,Denied,17.0
APT0258,2024-03-06,Dermatology,Dr. Davis,Annual Checkup,9,30,21,Completed,656.43,Denied,21.0
APT0259,2024-03-14,Dermatology,Dr. Nguyen,Urgent Care,11,45,26,Completed,450.05,Paid,11.0
APT0260,2024-06-19,Cardiology,Dr. Smith,Urgent Care,15,45,20,Completed,204.26,Paid,26.0
APT0261,2024-11-09,Orthopedics,Dr. Lee,Urgent Care,13,45,38,No-Show,0.0,N/A,
APT0262,2024-06-21,General Practice,Dr. Kim,Urgent Care,16,45,14,Completed,596.12,Denied,27.0
APT0263,2024-07-07,Pediatrics,Dr. Wilson,Urgent Care,13,45,21,Completed,508.59,Paid,25.0
APT0264,2024-05-15,Dermatology,Dr. Nguyen,Follow-Up,17,30,21,Completed,604.98,Paid,30.0
APT0265,2024-09-25,Pediatrics,Dr. Wilson,Follow-Up,17,30,34,Completed,675.16,Pending,17.0
APT0266,2024-04-07,Cardiology,Dr. Smith,Annual Checkup,8,30,45,Completed,393.15,Paid,22.0
APT0267,2024-09-13,Orthopedics,Dr. Lee,New Patient,17,45,49,Completed,594.04,Paid,12.0
APT0268,2024-12-05,Orthopedics,Dr. Lee,Urgent Care,15,45,42,Completed,319.63,Pending,24.0
APT0269,2024-10-06,Pediatrics,Dr. Chen,Urgent Care,13,45,6,Cancelled,0.0,N/A,
APT0270,2024-10-12,Orthopedics,Dr. Lee,Annual Checkup,12,30,23,No-Show,0.0,N/A,
APT0271,2024-06-11,Orthopedics,Dr. Lee,Annual Checkup,15,30,15,Cancelled,0.0,N/A,
APT0272,2024-07-21,Dermatology,Dr. Nguyen,Annual Checkup,13,30,18,No-Show,0.0,N/A,
APT0273,2024-08-14,Cardiology,Dr. Patel,Follow-Up,12,30,42,Completed,241.45,Paid,27.0
APT0274,2024-12-22,General Practice,Dr. Kim,New Patient,12,45,21,No-Show,0.0,N/A,
APT0275,2024-05-04,Dermatology,Dr. Davis,Follow-Up,8,30,33,Completed,546.56,Paid,10.0
APT0276,2024-06-18,Cardiology,Dr. Patel,Follow-Up,15,30,18,Completed,103.63,Paid,18.0
APT0277,2024-11-30,Orthopedics,Dr. Lee,Follow-Up,15,30,39,Completed,629.14,Denied,18.0
APT0278,2024-11-26,General Practice,Dr. Garcia,Follow-Up,8,30,3,Completed,474.61,Paid,17.0
APT0279,2024-03-31,Orthopedics,Dr. Lee,Urgent Care,8,45,22,Completed,230.42,Denied,22.0
APT0280,2024-06-01,Cardiology,Dr. Smith,New Patient,17,45,39,Completed,749.92,Denied,12.0
APT0281,2024-11-24,General Practice,Dr. Garcia,Urgent Care,16,45,16,Completed,722.48,Pending,12.0
APT0282,2024-05-19,Dermatology,Dr. Nguyen,Annual Checkup,11,30,19,Completed,213.75,Paid,24.0
APT0283,2024-04-05,General Practice,Dr. Kim,Annual Checkup,8,30,12,Cancelled,0.0,N/A,
APT0284,2024-11-08,Orthopedics,Dr. Johnson,Annual Checkup,14,30,40,Completed,160.72,Paid,15.0
APT0285,2024-09-01,Orthopedics,Dr. Johnson,New Patient,13,45,27,No-Show,0.0,N/A,
APT0286,2024-05-16,Orthopedics,Dr. Lee,New Patient,13,45,34,Cancelled,0.0,N/A,
APT0287,2024-04-30,General Practice,Dr. Kim,Urgent Care,8,45,12,Completed,314.76,Paid,15.0
APT0288,2024-12-19,Dermatology,Dr. Nguyen,Annual Checkup,9,30,10,Cancelled,0.0,N/A,
APT0289,2024-09-01,Orthopedics,Dr. Johnson,Annual Checkup,10,30,55,Completed,391.09,Paid,18.0
APT0290,2024-05-06,Pediatrics,Dr. Wilson,Urgent Care,17,45,14,Completed,469.72,Denied,19.0
APT0291,2024-02-01,Cardiology,Dr. Smith,Follow-Up,16,30,34,Completed,500.89,Pending,17.0
APT0292,2024-09-23,Orthopedics,Dr. Lee,Follow-Up,15,30,41,Completed,601.84,Paid,23.0
APT0293,2024-01-29,Cardiology,Dr. Patel,Urgent Care,15,45,30,No-Show,0.0,N/A,
APT0294,2024-12-10,Cardiology,Dr. Patel,Urgent Care,12,45,29,Completed,278.12,Paid,16.0
APT0295,2024-01-24,Orthopedics,Dr. Johnson,New Patient,14,45,12,Cancelled,0.0,N/A,
APT0296,2024-08-29,Cardiology,Dr. Smith,Urgent Care,8,45,20,Cancelled,0.0,N/A,
APT0297,2024-07-10,Orthopedics,Dr. Lee,Urgent Care,14,45,49,Completed,362.95,Paid,28.0
APT0298,2024-03-01,Orthopedics,Dr. Lee,Urgent Care,10,45,33,Completed,470.19,Pending,21.0
APT0299,2024-06-01,Cardiology,Dr. Smith,Urgent Care,15,45,38,Completed,472.35,Pending,36.0
APT0300,2024-06-26,Orthopedics,Dr. Lee,Follow-Up,10,30,46,Cancelled,0.0,N/A,
APT0301,2024-12-04,Cardiology,Dr. Smith,New Patient,14,45,34,Completed,268.47,Paid,12.0
APT0302,2024-08-16,Cardiology,Dr. Smith,Follow-Up,17,30,19,Completed,618.38,Paid,19.0
APT0303,2024-10-03,Pediatrics,Dr. Wilson,Follow-Up,11,30,14,Completed,452.73,Denied,9.0
APT0304,2024-10-22,Orthopedics,Dr. Lee,Follow-Up,17,30,29,Cancelled,0.0,N/A,
APT0305,2024-07-30,Orthopedics,Dr. Johnson,New Patient,12,45,24,Cancelled,0.0,N/A,
APT0306,2024-11-16,Dermatology,Dr. Davis,Urgent Care,14,45,33,Completed,132.82,Denied,23.0
APT0307,2024-12-22,Pediatrics,Dr. Chen,Follow-Up,14,30,20,Completed,309.92,Pending,27.0
APT0308,2024-05-03,Dermatology,Dr. Nguyen,Follow-Up,11,30,21,Cancelled,0.0,N/A,
APT0309,2024-08-01,Cardiology,Dr. Patel,Follow-Up,16,30,26,Completed,371.89,Denied,27.0
APT0310,2024-11-27,Orthopedics,Dr. Lee,Annual Checkup,9,30,40,Completed,164.72,Pending,12.0
APT0311,2024-07-12,Cardiology,Dr. Patel,New Patient,17,45,33,Completed,711.53,Pending,13.0
APT0312,2024-09-02,Dermatology,Dr. Davis,Annual Checkup,11,30,9,Cancelled,0.0,N/A,
APT0313,2024-04-07,Cardiology,Dr. Smith,Follow-Up,9,30,44,Completed,586.94,Pending,29.0
APT0314,2024-10-09,Pediatrics,Dr. Wilson,Urgent Care,13,45,9,Cancelled,0.0,N/A,
APT0315,2024-05-13,General Practice,Dr. Garcia,Urgent Care,13,45,25,Completed,426.2,Paid,14.0
APT0316,2024-07-08,General Practice,Dr. Brown,New Patient,13,45,16,Completed,493.77,Pending,14.0
APT0317,2024-05-13,Orthopedics,Dr. Johnson,Urgent Care,16,45,26,Completed,306.63,Pending,18.0
APT0318,2024-07-13,General Practice,Dr. Brown,Urgent Care,17,45,13,No-Show,0.0,N/A,
APT0319,2024-09-07,General Practice,Dr. Garcia,Follow-Up,15,30,22,Completed,612.94,Denied,18.0
APT0320,2024-10-06,Orthopedics,Dr. Johnson,New Patient,15,45,33,No-Show,0.0,N/A,
APT0321,2024-01-04,Cardiology,Dr. Smith,Follow-Up,14,30,26,No-Show,0.0,N/A,
APT0322,2024-04-21,Orthopedics,Dr. Johnson,Annual Checkup,16,30,29,Completed,142.32,Paid,23.0
APT0323,2024-01-09,Pediatrics,Dr. Chen,Urgent Care,8,45,24,Completed,108.3,Paid,12.0
APT0324,2024-05-26,General Practice,Dr. Kim,Urgent Care,8,45,21,Completed,664.32,Pending,23.0
APT0325,2024-09-25,Cardiology,Dr. Smith,Follow-Up,10,30,18,No-Show,0.0,N/A,
APT0326,2024-05-16,General Practice,Dr. Garcia,Annual Checkup,14,30,24,Completed,771.51,Paid,14.0
APT0327,2024-12-22,Dermatology,Dr. Davis,New Patient,11,45,25,Cancelled,0.0,N/A,
APT0328,2024-07-26,Cardiology,Dr. Smith,Urgent Care,14,45,27,Completed,139.28,Paid,7.0
APT0329,2024-09-12,Orthopedics,Dr. Johnson,New Patient,14,45,19,Cancelled,0.0,N/A,
APT0330,2024-04-18,Cardiology,Dr. Smith,Annual Checkup,17,30,35,Completed,132.59,Paid,20.0
APT0331,2024-10-15,General Practice,Dr. Kim,Annual Checkup,8,30,13,No-Show,0.0,N/A,
APT0332,2024-12-30,Orthopedics,Dr. Johnson,Annual Checkup,14,30,41,Completed,213.72,Pending,8.0
APT0333,2024-12-12,Dermatology,Dr. Nguyen,Urgent Care,16,45,19,Cancelled,0.0,N/A,
APT0334,2024-09-13,Orthopedics,Dr. Johnson,New Patient,13,45,23,Completed,405.96,Paid,14.0
APT0335,2024-11-10,General Practice,Dr. Kim,Annual Checkup,17,30,20,Completed,120.74,Denied,13.0
APT0336,2024-04-26,Pediatrics,Dr. Chen,Urgent Care,13,45,17,Completed,402.29,Paid,24.0
APT0337,2024-11-12,Pediatrics,Dr. Wilson,New Patient,12,45,15,No-Show,0.0,N/A,
APT0338,2024-12-30,Orthopedics,Dr. Lee,Annual Checkup,10,30,43,Completed,352.49,Paid,11.0
APT0339,2024-08-15,Cardiology,Dr. Patel,New Patient,13,45,40,Cancelled,0.0,N/A,
APT0340,2024-08-17,Orthopedics,Dr. Lee,Urgent Care,16,45,49,Completed,172.31,Paid,5.0
APT0341,2024-02-17,General Practice,Dr. Kim,Annual Checkup,17,30,14,Completed,704.6,Paid,21.0
APT0342,2024-07-17,General Practice,Dr. Garcia,Follow-Up,9,30,18,Completed,500.37,Pending,20.0
APT0343,2024-03-12,Pediatrics,Dr. Wilson,Annual Checkup,12,30,15,Cancelled,0.0,N/A,
APT0344,2024-08-10,Cardiology,Dr. Smith,Annual Checkup,12,30,36,Completed,438.96,Paid,17.0
APT0345,2024-05-06,General Practice,Dr. Garcia,Follow-Up,15,30,29,Completed,420.5,Pending,20.0
APT0346,2024-07-21,General Practice,Dr. Brown,Urgent Care,13,45,23,Completed,662.85,Denied,16.0
APT0347,2024-08-08,Pediatrics,Dr. Chen,Annual Checkup,17,30,16,No-Show,0.0,N/A,
APT0348,2024-06-09,Orthopedics,Dr. Lee,Annual Checkup,10,30,31,Completed,304.01,Paid,20.0
APT0349,2024-06-15,Dermatology,Dr. Davis,Urgent Care,14,45,17,Cancelled,0.0,N/A,
APT0350,2024-10-30,Dermatology,Dr. Davis,New Patient,16,45,22,No-Show,0.0,N/A,
APT0351,2024-08-12,Pediatrics,Dr. Wilson,Urgent Care,12,45,37,Completed,571.08,Pending,23.0
APT0352,2024-05-09,General Practice,Dr. Brown,Urgent Care,10,45,17,Completed,151.78,Paid,25.0
APT0353,2024-09-30,Pediatrics,Dr. Chen,New Patient,16,45,17,Completed,653.5,Denied,6.0
APT0354,2024-02-25,Dermatology,Dr. Davis,Follow-Up,11,30,12,Cancelled,0.0,N/A,
APT0355,2024-06-18,Cardiology,Dr. Patel,New Patient,14,45,16,Completed,169.02,Pending,16.0
APT0356,2024-08-16,Dermatology,Dr. Davis,Urgent Care,13,45,20,Completed,640.64,Paid,28.0
APT0357,2024-06-25,Dermatology,Dr. Davis,New Patient,8,45,23,Completed,306.8,Paid,17.0
APT0358,2024-06-27,Cardiology,Dr. Smith,Urgent Care,12,45,43,Cancelled,0.0,N/A,
APT0359,2024-06-27,Dermatology,Dr. Nguyen,Urgent Care,15,45,2,Completed,605.4,Paid,19.0
APT0360,2024-06-02,General Practice,Dr. Brown,New Patient,8,45,26,Completed,694.43,Paid,9.0
APT0361,2024-09-21,Orthopedics,Dr. Johnson,Follow-Up,10,30,46,Completed,331.69,Paid,20.0
APT0362,2024-07-26,Pediatrics,Dr. Wilson,Urgent Care,10,45,17,No-Show,0.0,N/A,
APT0363,2024-08-18,Dermatology,Dr. Davis,Urgent Care,17,45,25,Completed,103.12,Pending,32.0
APT0364,2024-12-26,Orthopedics,Dr. Lee,New Patient,9,45,37,Completed,659.65,Paid,19.0
APT0365,2024-06-15,Orthopedics,Dr. Lee,New Patient,11,45,30,Completed,283.65,Paid,13.0
APT0366,2024-11-01,Dermatology,Dr. Nguyen,Urgent Care,14,45,27,Completed,510.9,Denied,13.0
APT0367,2024-11-12,General Practice,Dr. Garcia,New Patient,10,45,21,Cancelled,0.0,N/A,
APT0368,2024-05-02,General Practice,Dr. Brown,Follow-Up,12,30,16,Completed,361.31,Pending,21.0
APT0369,2024-08-02,Dermatology,Dr. Nguyen,Urgent Care,17,45,23,No-Show,0.0,N/A,
APT0370,2024-10-11,Pediatrics,Dr. Wilson,Annual Checkup,10,30,28,Completed,198.21,Denied,15.0
APT0371,2024-07-02,Pediatrics,Dr. Wilson,Follow-Up,8,30,18,Completed,236.59,Paid,12.0
APT0372,2024-07-28,Dermatology,Dr. Nguyen,Urgent Care,15,45,16,Completed,442.09,Paid,20.0
APT0373,2024-04-22,Dermatology,Dr. Davis,Annual Checkup,12,30,26,Completed,257.39,Denied,12.0
APT0374,2024-10-16,Orthopedics,Dr. Lee,New Patient,15,45,44,Completed,500.9,Denied,26.0
APT0375,2024-10-04,Dermatology,Dr. Nguyen,Follow-Up,8,30,23,Completed,792.84,Paid,29.0
APT0376,2024-01-17,Orthopedics,Dr. Lee,Annual Checkup,15,30,27,Cancelled,0.0,N/A,
APT0377,2024-03-01,Cardiology,Dr. Patel,Annual Checkup,11,30,23,No-Show,0.0,N/A,
APT0378,2024-03-25,Dermatology,Dr. Nguyen,Follow-Up,17,30,6,No-Show,0.0,N/A,
APT0379,2024-09-29,Cardiology,Dr. Patel,Follow-Up,12,30,50,Completed,326.56,Denied,22.0
APT0380,2024-05-16,General Practice,Dr. Kim,Follow-Up,16,30,20,Completed,773.94,Paid,20.0
APT0381,2024-12-01,Cardiology,Dr. Patel,Follow-Up,10,30,24,No-Show,0.0,N/A,
APT0382,2024-12-12,General Practice,Dr. Brown,Follow-Up,14,30,40,Completed,504.2,Denied,19.0
APT0383,2024-08-19,Pediatrics,Dr. Chen,Urgent Care,9,45,21,Completed,460.93,Denied,22.0
APT0384,2024-09-06,General Practice,Dr. Garcia,New Patient,13,45,24,Completed,708.24,Paid,19.0
APT0385,2024-02-02,Pediatrics,Dr. Chen,Follow-Up,16,30,14,Completed,777.69,Pending,21.0
APT0386,2024-06-14,Pediatrics,Dr. Chen,Follow-Up,12,30,35,Cancelled,0.0,N/A,
APT0387,2024-12-15,Pediatrics,Dr. Chen,New Patient,8,45,31,Completed,538.33,Paid,28.0
APT0388,2024-03-21,Cardiology,Dr. Smith,New Patient,15,45,30,Completed,794.29,Paid,12.0
APT0389,2024-11-28,Orthopedics,Dr. Johnson,Annual Checkup,12,30,34,No-Show,0.0,N/A,
APT0390,2024-02-12,General Practice,Dr. Garcia,New Patient,13,45,20,No-Show,0.0,N/A,
APT0391,2024-12-24,General Practice,Dr. Kim,New Patient,11,45,29,Completed,592.59,Paid,8.0
APT0392,2024-02-09,Orthopedics,Dr. Lee,Follow-Up,10,30,50,Completed,463.61,Paid,17.0
APT0393,2024-12-22,Cardiology,Dr. Smith,Urgent Care,13,45,31,Completed,585.82,Paid,12.0
APT0394,2024-07-15,Cardiology,Dr. Smith,New Patient,9,45,18,Completed,319.35,Denied,23.0
APT0395,2024-03-09,Orthopedics,Dr. Lee,New Patient,10,45,36,Completed,527.22,Pending,10.0
APT0396,2024-04-19,Pediatrics,Dr. Chen,Urgent Care,10,45,10,Completed,701.97,Paid,16.0
APT0397,2024-03-04,Cardiology,Dr. Smith,Annual Checkup,17,30,52,Completed,774.27,Denied,16.0
APT0398,2024-05-21,Orthopedics,Dr. Johnson,Annual Checkup,9,30,20,No-Show,0.0,N/A,
APT0399,2024-04-15,Cardiology,Dr. Patel,Follow-Up,16,30,33,Completed,623.49,Denied,16.0
APT0400,2024-09-10,Cardiology,Dr. Smith,Follow-Up,14,30,8,Completed,449.71,Paid,18.0
APT0401,2024-07-03,Cardiology,Dr. Smith,Urgent Care,13,45,33,No-Show,0.0,N/A,
APT0402,2024-07-06,Dermatology,Dr. Nguyen,Urgent Care,16,45,26,No-Show,0.0,N/A,
APT0403,2024-10-27,Cardiology,Dr. Smith,Annual Checkup,9,30,53,Completed,251.02,Paid,25.0
APT0404,2024-11-17,Pediatrics,Dr. Chen,Urgent Care,16,45,18,Completed,591.27,Paid,11.0
APT0405,2024-05-22,Dermatology,Dr. Davis,New Patient,9,45,41,Cancelled,0.0,N/A,
APT0406,2024-10-01,Orthopedics,Dr. Johnson,New Patient,13,45,36,Completed,317.12,Paid,18.0
APT0407,2024-05-05,Orthopedics,Dr. Johnson,New Patient,9,45,35,Completed,417.36,Paid,19.0
APT0408,2024-12-07,Cardiology,Dr. Patel,New Patient,10,45,34,Completed,595.53,Paid,15.0
APT0409,2024-06-26,Orthopedics,Dr. Lee,Annual Checkup,16,30,30,Completed,216.87,Pending,18.0
APT0410,2024-03-01,General Practice,Dr. Kim,Urgent Care,8,45,16,Cancelled,0.0,N/A,
APT0411,2024-12-30,Cardiology,Dr. Patel,Urgent Care,17,45,28,Completed,418.64,Denied,19.0
APT0412,2024-10-17,Cardiology,Dr. Patel,Follow-Up,10,30,32,Cancelled,0.0,N/A,
APT0413,2024-04-26,Cardiology,Dr. Smith,New Patient,16,45,50,Completed,701.08,Paid,5.0
APT0414,2024-08-29,Orthopedics,Dr. Johnson,Follow-Up,13,30,46,Completed,225.27,Paid,25.0
APT0415,2024-04-24,Dermatology,Dr. Nguyen,Urgent Care,13,45,3,No-Show,0.0,N/A,
APT0416,2024-02-09,General Practice,Dr. Garcia,New Patient,17,45,17,Cancelled,0.0,N/A,
APT0417,2024-04-24,Cardiology,Dr. Smith,Urgent Care,16,45,31,Completed,148.25,Paid,10.0
APT0418,2024-06-16,General Practice,Dr. Garcia,Urgent Care,9,45,14,Completed,105.58,Pending,11.0
APT0419,2024-06-04,General Practice,Dr. Kim,Urgent Care,17,45,34,No-Show,0.0,N/A,
APT0420,2024-10-06,Pediatrics,Dr. Wilson,New Patient,11,45,27,No-Show,0.0,N/A,
APT0421,2024-10-04,Cardiology,Dr. Smith,Annual Checkup,13,30,48,Completed,101.02,Paid,22.0
APT0422,2024-04-15,General Practice,Dr. Brown,Urgent Care,16,45,11,No-Show,0.0,N/A,
APT0423,2024-12-30,Cardiology,Dr. Smith,New Patient,12,45,30,Completed,744.89,Paid,21.0
APT0424,2024-08-22,Pediatrics,Dr. Chen,New Patient,9,45,10,Completed,453.8,Paid,22.0
APT0425,2024-08-10,Cardiology,Dr. Smith,Annual Checkup,10,30,33,No-Show,0.0,N/A,
APT0426,2024-12-24,General Practice,Dr. Garcia,Urgent Care,13,45,17,Cancelled,0.0,N/A,
APT0427,2024-03-10,Cardiology,Dr. Smith,Follow-Up,17,30,42,Completed,173.96,Paid,21.0
APT0428,2024-07-27,Pediatrics,Dr. Chen,Annual Checkup,9,30,17,Completed,775.24,Pending,25.0
APT0429,2024-08-25,Pediatrics,Dr. Chen,New Patient,12,45,11,Completed,210.33,Denied,22.0
APT0430,2024-04-20,Dermatology,Dr. Davis,New Patient,13,45,25,No-Show,0.0,N/A,
APT0431,2024-09-19,General Practice,Dr. Garcia,Annual Checkup,8,30,18,Cancelled,0.0,N/A,
APT0432,2024-07-26,Orthopedics,Dr. Johnson,Follow-Up,15,30,38,Completed,166.31,Paid,10.0
APT0433,2024-01-07,Orthopedics,Dr. Johnson,Follow-Up,8,30,44,No-Show,0.0,N/A,
APT0434,2024-12-17,Pediatrics,Dr. Chen,Annual Checkup,9,30,19,Completed,742.2,Paid,15.0
APT0435,2024-04-11,Cardiology,Dr. Smith,New Patient,15,45,45,No-Show,0.0,N/A,
APT0436,2024-01-22,General Practice,Dr. Brown,Follow-Up,15,30,14,Completed,746.89,Paid,10.0
APT0437,2024-01-16,Pediatrics,Dr. Chen,Follow-Up,14,30,8,Completed,347.76,Pending,22.0
APT0438,2024-08-16,General Practice,Dr. Garcia,Follow-Up,10,30,10,Completed,553.09,Paid,29.0
APT0439,2024-02-01,Pediatrics,Dr. Chen,Urgent Care,9,45,3,Cancelled,0.0,N/A,
APT0440,2024-11-18,Orthopedics,Dr. Johnson,Urgent Care,16,45,52,Completed,647.34,Denied,19.0
APT0441,2024-06-25,Pediatrics,Dr. Chen,Annual Checkup,17,30,19,Completed,371.87,Pending,15.0
APT0442,2024-11-01,Cardiology,Dr. Patel,Annual Checkup,11,30,39,Completed,141.01,Paid,18.0
APT0443,2024-10-26,Dermatology,Dr. Nguyen,New Patient,11,45,29,No-Show,0.0,N/A,
APT0444,2024-09-30,Orthopedics,Dr. Lee,Urgent Care,8,45,36,No-Show,0.0,N/A,
APT0445,2024-05-01,Orthopedics,Dr. Johnson,Annual Checkup,17,30,37,Cancelled,0.0,N/A,
APT0446,2024-10-17,Cardiology,Dr. Patel,Follow-Up,17,30,31,No-Show,0.0,N/A,
APT0447,2024-03-30,Pediatrics,Dr. Chen,New Patient,15,45,20,Completed,139.32,Paid,20.0
APT0448,2024-09-26,Orthopedics,Dr. Johnson,Annual Checkup,15,30,18,Completed,742.53,Pending,10.0
APT0449,2024-03-31,Orthopedics,Dr. Lee,New Patient,13,45,42,Completed,203.4,Pending,19.0
APT0450,2024-02-07,Cardiology,Dr. Patel,New Patient,13,45,33,Completed,335.59,Denied,18.0
APT0451,2024-08-11,Orthopedics,Dr. Johnson,Follow-Up,15,30,38,Cancelled,0.0,N/A,
APT0452,2024-04-24,Dermatology,Dr. Nguyen,Urgent Care,17,45,16,No-Show,0.0,N/A,
APT0453,2024-03-31,General Practice,Dr. Brown,Urgent Care,8,45,14,Completed,695.53,Paid,19.0
APT0454,2024-11-04,Cardiology,Dr. Smith,Follow-Up,13,30,25,Completed,547.75,Paid,20.0
APT0455,2024-06-18,Pediatrics,Dr. Wilson,Annual Checkup,9,30,6,No-Show,0.0,N/A,
APT0456,2024-12-28,Orthopedics,Dr. Johnson,New Patient,13,45,45,Completed,285.65,Pending,21.0
APT0457,2024-05-11,Cardiology,Dr. Patel,New Patient,9,45,38,Completed,370.16,Paid,24.0
APT0458,2024-09-09,Orthopedics,Dr. Lee,Urgent Care,14,45,52,Cancelled,0.0,N/A,
APT0459,2024-03-24,Pediatrics,Dr. Wilson,New Patient,15,45,28,Completed,306.44,Denied,7.0
APT0460,2024-02-07,General Practice,Dr. Brown,Urgent Care,13,45,10,No-Show,0.0,N/A,
APT0461,2024-06-22,Cardiology,Dr. Smith,Urgent Care,17,45,29,Completed,593.15,Paid,18.0
APT0462,2024-03-21,Orthopedics,Dr. Lee,Annual Checkup,8,30,40,Completed,243.89,Pending,14.0
APT0463,2024-12-04,Pediatrics,Dr. Chen,Follow-Up,12,30,21,Cancelled,0.0,N/A,
APT0464,2024-03-19,Pediatrics,Dr. Chen,New Patient,8,45,14,Cancelled,0.0,N/A,
APT0465,2024-11-16,General Practice,Dr. Kim,Follow-Up,17,30,15,Completed,167.89,Pending,10.0
APT0466,2024-02-11,Orthopedics,Dr. Lee,Annual Checkup,15,30,26,Completed,649.41,Paid,10.0
APT0467,2024-02-16,Pediatrics,Dr. Chen,Follow-Up,16,30,12,Completed,359.71,Paid,24.0
APT0468,2024-08-16,General Practice,Dr. Brown,Urgent Care,8,45,12,Cancelled,0.0,N/A,
APT0469,2024-10-15,Orthopedics,Dr. Lee,New Patient,8,45,61,No-Show,0.0,N/A,
APT0470,2024-07-30,General Practice,Dr. Kim,New Patient,17,45,24,No-Show,0.0,N/A,
APT0471,2024-10-01,Dermatology,Dr. Nguyen,Follow-Up,15,30,21,Completed,433.38,Paid,13.0
APT0472,2024-09-14,Pediatrics,Dr. Wilson,Follow-Up,17,30,26,Completed,184.2,Paid,15.0
APT0473,2024-04-18,Orthopedics,Dr. Johnson,New Patient,11,45,36,No-Show,0.0,N/A,
APT0474,2024-11-17,Pediatrics,Dr. Wilson,Annual Checkup,10,30,40,Completed,323.82,Paid,17.0
APT0475,2024-10-11,Cardiology,Dr. Patel,Annual Checkup,14,30,46,Completed,699.64,Paid,14.0
APT0476,2024-12-24,Pediatrics,Dr. Wilson,Urgent Care,17,45,20,Completed,178.76,Pending,29.0
APT0477,2024-02-24,Orthopedics,Dr. Johnson,Annual Checkup,17,30,29,Completed,707.23,Denied,29.0
APT0478,2024-07-15,Pediatrics,Dr. Chen,Urgent Care,15,45,26,Completed,126.23,Denied,15.0
APT0479,2024-11-12,Pediatrics,Dr. Wilson,New Patient,17,45,25,Completed,377.05,Denied,24.0
APT0480,2024-08-31,Orthopedics,Dr. Johnson,New Patient,12,45,41,Cancelled,0.0,N/A,
APT0481,2024-05-23,General Practice,Dr. Garcia,Follow-Up,15,30,7,Completed,194.07,Paid,14.0
APT0482,2024-08-01,General Practice,Dr. Garcia,Follow-Up,17,30,18,Completed,409.2,Paid,18.0
APT0483,2024-01-29,Pediatrics,Dr. Chen,New Patient,16,45,25,No-Show,0.0,N/A,
APT0484,2024-03-10,Dermatology,Dr. Nguyen,New Patient,16,45,21,Completed,221.62,Pending,10.0
APT0485,2024-01-17,Cardiology,Dr. Smith,Annual Checkup,15,30,39,Completed,593.24,Denied,22.0
APT0486,2024-09-15,General Practice,Dr. Garcia,New Patient,14,45,24,Completed,269.36,Paid,24.0
APT0487,2024-03-31,Dermatology,Dr. Nguyen,Annual Checkup,15,30,27,Completed,340.97,Denied,21.0
APT0488,2024-01-15,Cardiology,Dr. Patel,Follow-Up,14,30,34,Completed,697.67,Pending,8.0
APT0489,2024-12-12,Orthopedics,Dr. Johnson,Urgent Care,11,45,39,Cancelled,0.0,N/A,
APT0490,2024-03-08,Cardiology,Dr. Patel,New Patient,10,45,37,Completed,256.64,Paid,20.0
APT0491,2024-12-29,General Practice,Dr. Kim,Urgent Care,12,45,10,Completed,696.11,Paid,12.0
APT0492,2024-08-26,General Practice,Dr. Brown,Urgent Care,12,45,28,Completed,509.14,Paid,18.0
APT0493,2024-10-14,Dermatology,Dr. Nguyen,Annual Checkup,17,30,25,Completed,308.93,Paid,18.0
APT0494,2024-06-21,Pediatrics,Dr. Wilson,Annual Checkup,12,30,20,Cancelled,0.0,N/A,
APT0495,2024-03-17,General Practice,Dr. Brown,New Patient,16,45,28,No-Show,0.0,N/A,
APT0496,2024-12-04,Dermatology,Dr. Nguyen,New Patient,13,45,16,No-Show,0.0,N/A,
APT0497,2024-08-02,General Practice,Dr. Garcia,New Patient,14,45,21,Completed,508.12,Paid,15.0
APT0498,2024-04-23,Orthopedics,Dr. Lee,Annual Checkup,16,30,31,Completed,455.12,Pending,16.0
APT0499,2024-05-30,Dermatology,Dr. Davis,Follow-Up,9,30,22,Completed,618.64,Paid,15.0
APT0500,2024-12-01,Orthopedics,Dr. Lee,Annual Checkup,9,30,48,No-Show,0.0,N/A,
APT0501,2024-06-18,General Practice,Dr. Garcia,Annual Checkup,13,30,13,Cancelled,0.0,N/A,
APT0502,2024-01-28,Cardiology,Dr. Patel,New Patient,17,45,33,Completed,430.55,Pending,15.0
APT0503,2024-12-14,Dermatology,Dr. Davis,Annual Checkup,14,30,32,Completed,389.18,Pending,19.0
APT0504,2024-06-24,Orthopedics,Dr. Johnson,Urgent Care,14,45,45,Completed,200.26,Pending,9.0
APT0505,2024-06-19,Cardiology,Dr. Patel,New Patient,10,45,38,Cancelled,0.0,N/A,
